first equation passed
second equation passed
third equation passed
     3016    0.008    0.000    0.012    0.000 threading.py:146(acquire)
     3016    0.007    0.000    0.009    0.000 threading.py:186(release)
      463    0.000    0.000    0.001    0.000 threading.py:214(__exit__)
        5    0.000    0.000    0.000    0.000 threading.py:241(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:254(_Condition)
        5    0.000    0.000    0.000    0.000 threading.py:259(__init__)
      473    0.001    0.000    0.001    0.000 threading.py:299(_is_owned)
      473    0.001    0.000    0.002    0.000 threading.py:372(notify)
        1    0.000    0.000    0.000    0.000 threading.py:399(notifyAll)
        1    0.000    0.000    0.000    0.000 threading.py:422(_Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:514(_BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:541(Event)
        1    0.000    0.000    0.000    0.000 threading.py:551(_Event)
        1    0.000    0.000    0.000    0.000 threading.py:56(_Verbose)
        1    0.000    0.000    0.000    0.000 threading.py:560(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:575(set)
      702    0.001    0.000    0.001    0.000 threading.py:58(__init__)
     6505    0.002    0.000    0.002    0.000 threading.py:63(_note)
        1    0.000    0.000    0.000    0.000 threading.py:640(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:656(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:789(_set_ident)
     1389    0.000    0.000    0.000    0.000 timeout.py:104(_validate_timeout)
      231    0.000    0.000    0.000    0.000 timeout.py:12(current_time)
        1    0.000    0.000    0.000    0.000 timeout.py:138(from_float)
      231    0.000    0.000    0.001    0.000 timeout.py:154(clone)
      231    0.000    0.000    0.001    0.000 timeout.py:169(start_connect)
        1    0.000    0.000    0.000    0.000 timeout.py:19(Timeout)
      232    0.000    0.000    0.000    0.000 timeout.py:193(connect_timeout)
      231    0.000    0.000    0.000    0.000 timeout.py:211(read_timeout)
        1    0.000    0.000    0.000    0.000 timeout.py:3(<module>)
      463    0.001    0.000    0.002    0.000 timeout.py:94(__init__)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:13(Codec)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:36(getregentry)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:8(<module>)
        1    0.000    0.000    0.000    0.000 univ.py:10(Integer)
      8/7    0.000    0.000    0.000    0.000 univ.py:1002(getTagMap)
        6    0.000    0.000    0.000    0.000 univ.py:1008(getComponent)
        6    0.000    0.000    0.000    0.000 univ.py:1018(getName)
        1    0.000    0.000    0.000    0.000 univ.py:1030(Any)
        1    0.000    0.000    0.000    0.000 univ.py:129(Boolean)
        1    0.000    0.000    0.000    0.000 univ.py:136(BitString)
        1    0.000    0.000    0.000    0.000 univ.py:141(__init__)
        4    0.000    0.000    0.000    0.000 univ.py:15(__init__)
        1    0.001    0.001    0.002    0.002 univ.py:2(<module>)
        1    0.000    0.000    0.000    0.000 univ.py:205(prettyIn)
        1    0.000    0.000    0.000    0.000 univ.py:263(OctetString)
       44    0.000    0.000    0.000    0.000 univ.py:269(__init__)
        6    0.000    0.000    0.000    0.000 univ.py:286(clone)
        9    0.000    0.000    0.000    0.000 univ.py:304(prettyIn)
        6    0.000    0.000    0.000    0.000 univ.py:389(__str__)
        1    0.000    0.000    0.000    0.000 univ.py:423(Null)
        1    0.000    0.000    0.000    0.000 univ.py:435(ObjectIdentifier)
        1    0.000    0.000    0.000    0.000 univ.py:470(prettyIn)
        1    0.000    0.000    0.000    0.000 univ.py:506(Real)
        1    0.000    0.000    0.000    0.000 univ.py:626(Enumerated)
        1    0.000    0.000    0.000    0.000 univ.py:633(SetOf)
        6    0.000    0.000    0.000    0.000 univ.py:658(getComponentByPosition)
        6    0.000    0.000    0.000    0.000 univ.py:659(setComponentByPosition)
        4    0.000    0.000    0.000    0.000 univ.py:70(prettyIn)
        1    0.000    0.000    0.000    0.000 univ.py:701(SequenceOf)
        1    0.000    0.000    0.000    0.000 univ.py:707(SequenceAndSetBase)
       15    0.000    0.000    0.000    0.000 univ.py:709(__init__)
        1    0.000    0.000    0.000    0.000 univ.py:837(Sequence)
        1    0.000    0.000    0.000    0.000 univ.py:853(Set)
        6    0.000    0.000    0.000    0.000 univ.py:872(setComponentByType)
       12    0.000    0.000    0.000    0.000 univ.py:891(getComponentTagMap)
        1    0.000    0.000    0.000    0.000 univ.py:899(Choice)
        6    0.000    0.000    0.000    0.000 univ.py:961(setComponentByPosition)
      114    0.000    0.000    0.000    0.000 universaldetector.py:134(close)
        1    0.000    0.000    0.007    0.007 universaldetector.py:29(<module>)
        1    0.000    0.000    0.000    0.000 universaldetector.py:44(UniversalDetector)
      114    0.001    0.000    0.002    0.000 universaldetector.py:45(__init__)
      228    0.001    0.000    0.001    0.000 universaldetector.py:52(reset)
      114    0.001    0.000    0.008    0.000 universaldetector.py:64(feed)
        1    0.000    0.000    0.001    0.001 url.py:1(<module>)
      460    0.001    0.000    0.002    0.000 url.py:16(__new__)
      460    0.002    0.000    0.003    0.000 url.py:44(split_first)
      460    0.004    0.000    0.010    0.000 url.py:77(parse_url)
        1    0.000    0.000    0.000    0.000 url.py:9(Url)
        1    0.000    0.000    0.000    0.000 urllib.py:1003(addinfourl)
      229    0.000    0.000    0.000    0.000 urllib.py:1043(_is_unicode)
        1    0.000    0.000    0.000    0.000 urllib.py:110(ContentTooShortError)
      233    0.000    0.000    0.001    0.000 urllib.py:1123(splitport)
        1    0.000    0.000    0.000    0.000 urllib.py:116(URLopener)
      485    0.001    0.000    0.001    0.000 urllib.py:1203(<genexpr>)
      229    0.001    0.000    0.001    0.000 urllib.py:1207(unquote)
     3006    0.006    0.000    0.052    0.000 urllib.py:1248(quote)
      460    0.001    0.000    0.042    0.000 urllib.py:1287(quote_plus)
      230    0.002    0.000    0.045    0.000 urllib.py:1294(urlencode)
      464    0.007    0.000    0.013    0.000 urllib.py:1358(getproxies_environment)
      233    0.007    0.000    0.253    0.001 urllib.py:1398(proxy_bypass_macosx_sysconf)
      466    0.002    0.000    0.006    0.000 urllib.py:1411(ip2num)
      231    0.000    0.000    0.034    0.000 urllib.py:1457(getproxies_macosx_sysconf)
      233    0.001    0.000    0.260    0.001 urllib.py:1465(proxy_bypass)
      231    0.001    0.000    0.042    0.000 urllib.py:1471(getproxies)
        1    0.001    0.001    0.002    0.002 urllib.py:23(<module>)
        1    0.000    0.000    0.000    0.000 urllib.py:610(FancyURLopener)
        1    0.000    0.000    0.000    0.000 urllib.py:854(ftpwrapper)
        1    0.000    0.000    0.000    0.000 urllib.py:949(addbase)
        1    0.000    0.000    0.000    0.000 urllib.py:978(addclosehook)
        1    0.000    0.000    0.000    0.000 urllib.py:993(addinfo)
        1    0.000    0.000    0.000    0.000 urllib2.py:1072(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1090(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1102(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1211(HTTPHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1219(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1226(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 urllib2.py:1244(UnknownHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1308(FileHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1360(FTPHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:137(URLError)
        1    0.000    0.000    0.000    0.000 urllib2.py:1420(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:150(HTTPError)
        1    0.000    0.000    0.000    0.000 urllib2.py:197(Request)
        1    0.000    0.000    0.000    0.000 urllib2.py:311(OpenerDirector)
        1    0.000    0.000    0.000    0.000 urllib2.py:493(BaseHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:512(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 urllib2.py:529(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:533(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:710(ProxyHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:753(HTTPPasswordMgr)
        1    0.000    0.000    0.001    0.001 urllib2.py:76(<module>)
        1    0.000    0.000    0.000    0.000 urllib2.py:817(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.001    0.001 urllib2.py:827(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:890(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:902(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:932(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 urlparse.py:120(SplitResult)
        1    0.000    0.000    0.000    0.000 urlparse.py:128(ParseResult)
      233    0.000    0.000    0.001    0.000 urlparse.py:132(geturl)
     6930    0.018    0.000    0.058    0.000 urlparse.py:136(urlparse)
      460    0.002    0.000    0.004    0.000 urlparse.py:159(_splitnetloc)
     8547    0.021    0.000    0.034    0.000 urlparse.py:167(urlsplit)
      920    0.000    0.000    0.000    0.000 urlparse.py:205(<genexpr>)
      462    0.001    0.000    0.002    0.000 urlparse.py:222(urlunparse)
      462    0.001    0.000    0.001    0.000 urlparse.py:232(urlunsplit)
        1    0.000    0.000    0.002    0.002 urlparse.py:29(<module>)
      485    0.000    0.000    0.000    0.000 urlparse.py:331(<genexpr>)
       22    0.000    0.000    0.000    0.000 urlparse.py:68(clear_cache)
        1    0.000    0.000    0.000    0.000 urlparse.py:73(ResultMixin)
      229    0.000    0.000    0.000    0.000 urlparse.py:76(username)
        1    0.000    0.000    0.000    0.000 useful.py:2(<module>)
        1    0.000    0.000    0.000    0.000 useful.py:4(GeneralizedTime)
        1    0.000    0.000    0.000    0.000 useful.py:9(UTCTime)
        1    0.000    0.000    0.000    0.000 utf8prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 utf8prober.py:36(UTF8Prober)
      689    0.001    0.000    0.005    0.000 utf_8.py:15(decode)
        1    0.000    0.000    0.000    0.000 utf_8.py:33(getregentry)
        1    0.000    0.000    0.004    0.004 util.py:4(<module>)
        1    0.000    0.000    0.000    0.000 util.py:76(find_library)
        1    0.001    0.001    0.032    0.032 utils.py:10(<module>)
     1604    0.005    0.000    0.015    0.000 utils.py:144(to_key_val_list)
      231    0.001    0.000    0.006    0.000 utils.py:300(get_encoding_from_headers)
      231    0.000    0.000    0.000    0.000 utils.py:338(iter_slices)
      231    0.141    0.001    0.191    0.001 utils.py:382(unquote_unreserved)
      231    0.002    0.000    0.198    0.001 utils.py:404(requote_uri)
      233    0.001    0.000    0.264    0.001 utils.py:466(should_bypass_proxies)
      233    0.001    0.000    0.002    0.000 utils.py:470(<lambda>)
      230    0.000    0.000    0.000    0.000 utils.py:48(super_len)
        1    0.001    0.001    0.004    0.004 utils.py:5(<module>)
      231    0.001    0.000    0.304    0.001 utils.py:511(get_environ_proxies)
        1    0.000    0.000    0.005    0.005 utils.py:519(default_user_agent)
        1    0.000    0.000    0.005    0.005 utils.py:550(default_headers)
      229    0.001    0.000    0.004    0.000 utils.py:642(get_auth_from_url)
     1032    0.001    0.000    0.001    0.000 utils.py:655(to_native_string)
      231    0.005    0.000    0.017    0.000 utils.py:68(get_netrc_auth)
        4    0.000    0.000    0.000    0.000 uuid.py:101(__init__)
        1    0.001    0.001    0.008    0.008 uuid.py:45(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:53(UUID)
        1    0.000    0.000    0.000    0.000 version.py:7(<module>)
        2    0.000    0.000    0.000    0.000 warnings.py:14(warnpy3k)
        3    0.000    0.000    0.000    0.000 warnings.py:318(__init__)
        3    0.000    0.000    0.000    0.000 warnings.py:339(__enter__)
        3    0.000    0.000    0.000    0.000 warnings.py:355(__exit__)
        1    0.000    0.000    0.000    0.000 warnings.py:45(filterwarnings)
        1    0.000    0.000    0.000    0.000 warnings.py:74(simplefilter)
        1    0.000    0.000    0.000    0.000 weakref.py:47(__init__)
        1    0.000    0.000    0.000    0.000 xmlreader.py:11(XMLReader)
        1    0.000    0.000    0.000    0.000 xmlreader.py:163(Locator)
        1    0.000    0.000    0.000    0.000 xmlreader.py:187(InputSource)
        1    0.000    0.000    0.000    0.000 xmlreader.py:2(<module>)
        1    0.000    0.000    0.000    0.000 xmlreader.py:276(AttributesImpl)
        1    0.000    0.000    0.000    0.000 xmlreader.py:341(AttributesNSImpl)
        1    0.000    0.000    0.000    0.000 xmlreader.py:91(IncrementalParser)
     6004    0.027    0.000    0.086    0.000 xmltodict.py:104(endElement)
    11723    0.009    0.000    0.009    0.000 xmltodict.py:130(characters)
     7125    0.019    0.000    0.051    0.000 xmltodict.py:136(push_data)
      114    0.002    0.000    0.431    0.004 xmltodict.py:155(parse)
        1    0.001    0.001    0.001    0.001 xmltodict.py:2(<module>)
        1    0.000    0.000    0.000    0.000 xmltodict.py:36(ParsingInterrupted)
        1    0.000    0.000    0.000    0.000 xmltodict.py:40(_DictSAXHandler)
      114    0.001    0.000    0.001    0.000 xmltodict.py:41(__init__)
    12008    0.003    0.000    0.003    0.000 xmltodict.py:71(_build_name)
     6004    0.021    0.000    0.130    0.000 xmltodict.py:84(_attrs_to_dict)
     6004    0.035    0.000    0.288    0.000 xmltodict.py:89(startElement)
     9595    0.006    0.000    0.006    0.000 xmltodict.py:97(<genexpr>)
        6    0.001    0.000    0.005    0.001 {__import__}
        1    0.000    0.000    0.000    0.000 {_codecs.lookup}
      689    0.004    0.000    0.004    0.000 {_codecs.utf_8_decode}
        2    0.000    0.000    0.000    0.000 {_ctypes.POINTER}
        2    0.000    0.000    0.000    0.000 {_ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
       38    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha512}
      231    0.034    0.000    0.034    0.000 {_scproxy._get_proxies}
      233    0.059    0.000    0.059    0.000 {_scproxy._get_proxy_settings}
        3    0.044    0.015    0.044    0.015 {_socket.getaddrinfo}
      233    0.173    0.001    0.173    0.001 {_socket.gethostbyname}
       60    0.000    0.000    0.000    0.000 {_sre.compile}
       99    0.000    0.000    0.000    0.000 {_sre.getlower}
       18    0.000    0.000    0.000    0.000 {_struct.calcsize}
        2    0.000    0.000    0.000    0.000 {_struct.unpack}
        3    0.000    0.000    0.000    0.000 {abs}
      254    0.000    0.000    0.000    0.000 {all}
      691    0.000    0.000    0.001    0.000 {any}
        2    0.000    0.000    0.000    0.000 {binascii.a2b_hex}
        1    0.000    0.000    0.000    0.000 {binascii.hexlify}
      114    0.000    0.000    0.000    0.000 {built-in method ParseFile}
      114    0.030    0.000    0.426    0.004 {built-in method Parse}
     7875    0.005    0.000    0.005    0.000 {built-in method __new__ of type object at 0x10eb93598}
      231    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        3    0.000    0.000    0.000    0.000 {built-in method today}
      462    0.003    0.000    0.003    0.000 {built-in method utcnow}
     5139    0.002    0.000    0.002    0.000 {cStringIO.StringIO}
    96259    0.019    0.000    0.019    0.000 {chr}
        1    0.000    0.000    0.000    0.000 {delattr}
        1    0.000    0.000    0.000    0.000 {dir}
        1    0.000    0.000    0.000    0.000 {filter}
        1    0.000    0.000    0.000    0.000 {function seed at 0x10f02e8c0}
    31654    0.011    0.000    0.011    0.000 {getattr}
        6    0.000    0.000    0.000    0.000 {globals}
    20173    0.021    0.000    0.021    0.000 {hasattr}
      137    0.000    0.000    0.000    0.000 {hash}
    43078    0.028    0.000    0.090    0.000 {isinstance}
    71/32    0.000    0.000    0.000    0.000 {issubclass}
      462    0.000    0.000    0.000    0.000 {iter}
188392/188118    0.022    0.000    0.022    0.000 {len}
     3228    0.034    0.000    0.034    0.000 {map}
        1    0.000    0.000    0.000    0.000 {math.exp}
        2    0.000    0.000    0.000    0.000 {math.log}
       58    0.000    0.000    0.000    0.000 {math.sqrt}
      585    0.000    0.000    0.000    0.000 {max}
       25    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       37    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       17    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
     2801    0.003    0.000    0.003    0.000 {method 'acquire' of 'thread.lock' objects}
      170    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
    43289    0.008    0.000    0.008    0.000 {method 'append' of 'list' objects}
       24    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'close' of 'file' objects}
        3    0.098    0.033    0.098    0.033 {method 'connect' of '_socket.socket' objects}
       75    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
      235    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
      691    0.002    0.000    0.007    0.000 {method 'decode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        3    0.303    0.101    0.303    0.101 {method 'do_handshake' of 'OpenSSL.SSL.Connection' objects}
      234    0.001    0.000    0.001    0.000 {method 'encode' of 'str' objects}
1831/1144    0.004    0.000    0.013    0.000 {method 'encode' of 'unicode' objects}
      228    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
     4611    0.002    0.000    0.002    0.000 {method 'endswith' of 'str' objects}
     1195    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
      231    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
    14097    0.011    0.000    0.011    0.000 {method 'find' of 'str' objects}
      687    0.000    0.000    0.000    0.000 {method 'find' of 'unicode' objects}
      731    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
    30460    0.012    0.000    0.012    0.000 {method 'get' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'get_data' of 'X509Extension' objects}
       27    0.000    0.000    0.000    0.000 {method 'get_extension' of 'X509' objects}
        3    0.000    0.000    0.000    0.000 {method 'get_extension_count' of 'X509' objects}
        3    0.000    0.000    0.000    0.000 {method 'get_peer_certificate' of 'OpenSSL.SSL.Connection' objects}
       27    0.000    0.000    0.000    0.000 {method 'get_short_name' of 'X509Extension' objects}
        3    0.000    0.000    0.000    0.000 {method 'get_subject' of 'X509' objects}
      476    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
        2    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'groups' of '_sre.SRE_Match' objects}
      232    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
    94869    0.013    0.000    0.013    0.000 {method 'isalnum' of 'str' objects}
       25    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
    12946    0.002    0.000    0.002    0.000 {method 'isspace' of 'str' objects}
    19756    0.005    0.000    0.005    0.000 {method 'items' of 'dict' objects}
      462    0.000    0.000    0.000    0.000 {method 'itervalues' of 'dict' objects}
10800/10033    0.031    0.000    0.565    0.000 {method 'join' of 'str' objects}
     2994    0.001    0.000    0.001    0.000 {method 'keys' of 'dict' objects}
        3    0.034    0.011    0.034    0.011 {method 'load_verify_locations' of 'OpenSSL.SSL.Context' objects}
    71219    0.063    0.000    0.063    0.000 {method 'lower' of 'str' objects}
      229    0.000    0.000    0.000    0.000 {method 'lower' of 'unicode' objects}
     2783    0.001    0.000    0.001    0.000 {method 'lstrip' of 'str' objects}
     1170    0.003    0.000    0.003    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
      468    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
    12240    0.004    0.000    0.004    0.000 {method 'pop' of 'list' objects}
     4099    0.002    0.000    0.002    0.000 {method 'read' of 'cStringIO.StringO' objects}
        1    0.005    0.005    0.005    0.005 {method 'read' of 'file' objects}
     3679    0.002    0.000    0.002    0.000 {method 'readline' of 'cStringIO.StringO' objects}
     1019 4542.174    4.457 4542.174    4.457 {method 'recv' of 'OpenSSL.SSL.Connection' objects}
     2328    0.001    0.000    0.001    0.000 {method 'release' of 'thread.lock' objects}
      126    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       39    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
      250    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
     1647    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
     6263    0.008    0.000    0.008    0.000 {method 'rstrip' of 'str' objects}
     5755    0.013    0.000    0.013    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
     9506    0.005    0.000    0.005    0.000 {method 'seek' of 'cStringIO.StringO' objects}
      231    0.020    0.000    0.020    0.000 {method 'sendall' of 'OpenSSL.SSL.Connection' objects}
        3    0.000    0.000    0.000    0.000 {method 'set_cipher_list' of 'OpenSSL.SSL.Context' objects}
        3    0.000    0.000    0.000    0.000 {method 'set_connect_state' of 'OpenSSL.SSL.Connection' objects}
        3    0.000    0.000    0.000    0.000 {method 'set_options' of 'OpenSSL.SSL.Context' objects}
        3    0.000    0.000    0.000    0.000 {method 'set_tlsext_host_name' of 'OpenSSL.SSL.Connection' objects}
        3    0.000    0.000    0.000    0.000 {method 'set_verify' of 'OpenSSL.SSL.Context' objects}
     4885    0.003    0.000    0.003    0.000 {method 'setdefault' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
      234    0.001    0.000    0.001    0.000 {method 'settimeout' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {method 'shutdown' of 'OpenSSL.SSL.Connection' objects}
     2762    0.002    0.000    0.002    0.000 {method 'sort' of 'list' objects}
     3940    0.009    0.000    0.009    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
     2089    0.009    0.000    0.009    0.000 {method 'split' of 'str' objects}
     3250    0.003    0.000    0.003    0.000 {method 'split' of 'unicode' objects}
     7547    0.004    0.000    0.004    0.000 {method 'startswith' of 'str' objects}
      229    0.000    0.000    0.000    0.000 {method 'startswith' of 'unicode' objects}
     5892    0.003    0.000    0.003    0.000 {method 'strip' of 'str' objects}
     5833    0.001    0.000    0.001    0.000 {method 'strip' of 'unicode' objects}
     5773    0.011    0.000    0.011    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
     5617    0.001    0.000    0.001    0.000 {method 'tell' of 'cStringIO.StringO' objects}
        4    0.000    0.000    0.000    0.000 {method 'tolist' of 'array.array' objects}
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        4    0.000    0.000    0.000    0.000 {method 'tostring' of 'array.array' objects}
        5    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
      263    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
     1266    0.001    0.000    0.001    0.000 {method 'upper' of 'str' objects}
     1380    0.001    0.000    0.001    0.000 {method 'values' of 'dict' objects}
     4598    0.009    0.000    0.009    0.000 {method 'write' of 'cStringIO.StringO' objects}
     1007    0.003    0.000    0.003    0.000 {method 'write' of 'file' objects}
     2438    0.001    0.000    0.001    0.000 {min}
        1    0.000    0.000    0.000    0.000 {open}
       19    0.000    0.000    0.000    0.000 {operator.getitem}
      841    0.000    0.000    0.000    0.000 {ord}
        1    0.000    0.000    0.000    0.000 {posix.popen}
      481    0.005    0.000    0.005    0.000 {posix.stat}
        3    0.000    0.000    0.000    0.000 {posix.uname}
        1    0.000    0.000    0.000    0.000 {posix.urandom}
      114    0.001    0.000    0.001    0.000 {pyexpat.ParserCreate}
      613    0.002    0.000    0.002    0.000 {range}
        4    0.000    0.000    0.000    0.000 {repr}
      228    0.002    0.000    0.003    0.000 {select.select}
      333    0.000    0.000    0.000    0.000 {setattr}
        5    0.000    0.000    0.000    0.000 {sys._getframe}
        1    0.000    0.000    0.000    0.000 {sys.getdlopenflags}
        2    0.000    0.000    0.000    0.000 {sys.setdlopenflags}
      701    0.001    0.000    0.001    0.000 {thread.allocate_lock}
     6034    0.001    0.000    0.001    0.000 {thread.get_ident}
     1160    0.001    0.000    0.001    0.000 {time.time}
        2    0.000    0.000    0.000    0.000 {unichr}
     6005    0.003    0.000    0.003    0.000 {zip}


